OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20 
-,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,6512,8716,6126,6258,2659,9360,7918,38,6126,2132,9271,73,4597,6341,5784,2854,8178,886,7475,9663
-,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5285,7204,2524,409,6150,7805,8015,2061,875,6875,7200,4864,4442,1211,3460,9264,8593,1385,2338,3615
+,3383,6759,3585,2419,8374,1126,2651,5296,694,5947,2228,6671,4760,3409,9208,5971,2870,4673,7372,640
-,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,7706,3456,8671,1628,4632,50,1498,2647,7244,2627,2097,2925,9805,9177,7121,5734,4889,6532,493,4766
+,9127,4501,6091,7609,3939,3744,9964,753,485,9965,7319,5109,8509,9795,875,4487,8158,3110,8697,7559
-,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,8513,2361,1060,89,2748,8988,345,4288,6465,2595,349,5689,5802,3648,7595,6366,7833,6234,5454,3404
+,4864,334,7599,4720,629,543,4042,5188,6050,6501,4682,6438,7629,232,2015,1851,9523,2245,312,6794
+,231,2956,1511,7051,2339,3377,8531,5280,7556,3781,1880,1822,1763,7504,9519,9692,9982,4456,27,7792
+,8465,6225,9691,3249,2388,302,3630,8,2129,5702,7004,5914,6993,4203,8380,326,3923,2655,9141,7715
+,4082,6505,8939,1634,3064,5345,123,2468,3421,7923,5482,1224,347,7277,3742,8180,4302,5550,1806,1143
+,7127,4640,3306,2327,6201,431,6547,1922,4766,6964,4049,1168,8483,2718,851,5982,7518,8466,4789,3334
+,363,3727,2617,8533,3324,3558,3682,3540,6948,6428,4659,8790,8277,2484,7107,8813,7550,9095,6184,6147
+,7124,8187,7395,8273,6862,7961,8431,9919,1691,2062,3890,5655,3527,419,3936,8932,9993,9085,5199,370
+,2139,5606,2440,1800,1380,9477,9641,8572,7339,3643,7130,3744,9707,7263,3731,1306,3342,7349,9335,3772
+,3369,4067,8274,6863,295,5787,8013,7905,762,9089,3108,365,7891,8217,5518,920,8339,5651,2849,8441
-,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,4905,5928,2032,6190,1493,5282,4929,8957,86,5435,6204,5240,3760,2719,1101,9433,8979,1562,8462,7351
+,1539,7897,5400,7194,3297,2971,5894,971,850,1883,2463,8195,3579,8129,917,8684,6973,2450,2965,4070
+,9674,39,2433,7989,6670,4619,8410,554,5986,1594,7289,1478,5086,8863,3952,6300,9505,1726,8771,261
+,1319,4493,3938,1912,6566,4526,2353,1756,6541,8624,3266,5295,6063,3472,7527,7427,2183,6647,7360,4632
+,661,4260,1496,9576,1432,8348,9182,8639,877,6316,5842,5421,2905,3268,8276,727,793,7493,832,1447
+,5105,1596,1217,9903,1201,9927,92,3375,4919,5031,171,7059,6150,2442,7898,7165,9004,6198,1116,457
+,1141,2221,6585,807,6674,9030,8080,3063,6731,4760,2354,2899,6547,6713,1696,1804,1116,2871,8572,3992
+,5476,4357,4224,1036,3860,3270,6293,8000,4921,9040,424,2569,3959,5658,8203,270,6507,5581,8423,2136
+,2153,7760,6188,9584,7582,7525,8726,7501,1161,253,9664,9938,8548,8912,6303,236,4931,5023,9666,809
+,3727,4760,8695,6690,5034,509,381,7440,5550,8836,6877,5475,8642,8065,1740,7608,5699,1528,8268,920
+,1213,8900,5401,5654,8671,771,3594,2712,477,2429,1442,907,4555,6078,9911,3608,2932,122,7677,4910
+,835,3283,8114,7557,3162,2254,5941,9620,9887,7393,4523,8268,8037,2419,7895,9131,898,2061,8434,2670
+,3533,9140,1003,6528,7501,1721,7151,3430,4803,2961,7292,6626,242,8434,1691,7593,1397,5516,2921,196
+,5592,3349,89,4023,8132,258,8350,3979,9238,8955,9288,7118,3379,2084,7312,6314,7341,6664,2349,3716
+,3451,1399,2586,7942,4851,9108,642,619,7158,4413,5166,7683,9734,4598,9880,8712,4535,9096,4175,5815
+,6656,8573,7638,3067,6443,46,5574,1689,3799,2169,9706,6231,1136,9987,2385,9952,7285,8135,6621,3650
+,2179,224,7844,9512,9180,2409,2856,4206,9530,7712,3855,3420,8333,7087,5667,1739,2785,1240,5349,4368
+,6926,4371,1887,4855,2751,2086,6074,1647,2546,2782,6514,2028,8435,1027,1918,9499,5091,708,2599,829
-,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5681,725,6772,7741,8521,1231,5530,926,7526,8610,2912,4804,9811,2057,723,8646,1777,5110,1615,3282
+,9288,2996,2885,2820,9501,5868,1501,5197,2111,3936,8739,667,439,3256,7746,5470,4453,1386,1117,5727
+,3574,3399,3738,2534,8618,3481,7593,108,5983,387,3260,8568,6888,8349,9989,9044,5468,3361,6334,9579
+,8834,1475,7600,9946,6287,2375,6519,7258,8269,9173,4060,9886,9771,3933,3873,2782,1387,7262,5318,7156
+,4222,4806,2670,3523,8663,2980,6001,4738,7919,2692,8580,7657,5106,2294,4555,3747,2301,6765,5532,9709
+,6723,7468,862,3893,4997,9952,9068,610,6864,8188,5043,6265,6051,5929,9353,7702,9875,6839,9133,8554
+,4158,6388,7492,4988,5492,2990,7256,9920,6648,6095,3210,7855,1155,3933,1612,5542,1183,5019,2990,7761
+,131,8719,920,3483,140,5795,4513,5653,2808,945,242,1848,6549,6315,8368,3801,8786,3850,8950,2210
-,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,9226,3272,8900,7518,1799,6650,6091,9885,3782,3885,3689,9562,2734,9115,6216,5932,1368,5392,8682,2334
+,7577,8257,3598,9333,7827,1018,4178,9158,6042,5563,8739,4821,586,2169,9243,5738,7695,5744,1314,513
+,2953,748,1552,5288,1143,9242,3352,7917,6078,8107,1601,9484,7387,6181,2428,3449,7401,9969,1280,9285
+,1502,8112,5005,1245,392,0,7039,4942,1604,9181,1514,8690,2616,4939,6803,8659,1654,4791,3350,3209
+,9287,3900,7807,4529,5427,1186,9319,1633,6931,4374,6444,2996,1899,57,8041,3639,798,6203,6061,6495
+,5065,3921,8083,6788,7428,5414,9842,780,4457,4723,2568,1401,538,9324,6051,5288,4650,1850,7938,686
+,9867,4373,3335,7792,2913,1807,4033,7649,8252,3333,9257,1794,3226,8782,8631,8688,1271,9846,7453,4462
+,8528,1701,8825,9707,9208,8489,4048,4834,5975,7571,8473,6292,7086,8698,7729,6010,6567,1213,1216,5999
+,1577,5728,3684,6215,3474,2580,7800,3621,2231,6499,6068,6547,4897,9188,2433,2922,3116,139,7856,3986
+,8433,2019,6559,4736,6736,4538,520,6482,4107,4274,3616,9508,8127,211,9611,4629,3073,9249,5038,9151
-,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,3588,116,7368,6710,5614,9151,3199,8842,2177,4838,6724,9428,2233,1277,5307,803,6334,4636,5249,4046
+,4198,831,4388,1870,5704,3905,6720,6746,2900,5373,8315,6761,1430,2049,4040,6707,3545,7305,6108,8545
+,4671,1956,7766,7909,556,5936,5029,2139,4301,5307,828,4240,2172,6994,8160,8720,9378,1712,9645,9104
+,9538,5402,6774,9570,8307,9859,5947,1088,1116,2041,2278,4161,5208,1414,3431,6355,619,5303,196,7586
+,3411,3705,5580,1728,1818,7000,1251,7398,3896,1414,462,8527,1467,4239,3946,5425,5318,1663,5146,2273
+,6363,5174,1989,5443,5101,985,3883,5539,6965,7508,8066,4943,2002,8705,6638,239,3396,5077,9363,5591
+,5971,8253,760,4382,2224,4556,7785,1969,2959,2926,4325,9347,2566,6668,1486,9364,7220,8529,6113,5976
+,3013,7877,3542,871,2105,5814,2690,1031,4002,9886,1660,4709,9172,7117,5757,2556,9306,5315,6340,2571
+,6842,2874,5684,5877,1936,6244,2996,6507,5615,9630,1497,8598,7797,9785,7941,4587,2707,5171,2701,3787
+,3558,2981,4243,7587,1423,6158,270,8504,3286,3324,3272,8487,151,2905,2712,2794,4881,339,5135,371
+,4988,135,5205,7964,2421,8619,8887,9984,7121,1016,81,4342,7604,351,6272,3712,7548,1201,5057,1373
+,3204,9152,4799,251,2789,1537,4172,5078,1893,9944,985,9631,7340,2214,3383,9740,6518,3317,8961,6346
+,2825,4343,267,1519,3379,5383,5549,1450,2212,3531,3643,3806,3611,2519,8245,1883,1749,813,4483,1720
+,4730,6537,8578,9051,413,676,8248,4956,2728,4599,418,2940,7021,3203,6286,6202,2172,8808,3146,2077
+,5166,1802,2833,9364,2955,1094,2699,979,999,1960,5914,1478,3881,8111,9051,4875,3959,4160,3007,4916
+,1131,9806,4621,8245,5300,5334,3422,2069,7880,4174,9248,6064,764,3458,2794,7422,8146,9737,7086,8766
-,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,8474,12,5632,7818,4984,4431,9699,8329,7047,1861,6681,5500,8032,2608,7955,3129,1964,6481,3984,5080
+,3554,2602,2786,5600,1707,5793,2784,381,2914,924,5167,311,1241,3796,7790,9148,2646,6991,1818,7147
+,3422,4092,1383,9633,7781,9230,3690,643,5793,6763,3135,571,3649,7062,2240,6219,6989,1915,4653,7423
+,7262,6170,4947,5490,3140,6786,8517,4290,9901,9830,9609,2731,6878,5777,2842,1560,5215,7003,1029,7883
+,3491,3220,2502,8514,7751,8580,1092,3049,8911,2045,7730,2843,80,2518,5702,2267,9637,7505,5633,8112
+,3207,8575,7709,6283,5852,3765,1444,1508,5054,8165,181,662,7075,9945,1873,7168,1892,9457,166,1233
+,2999,264,2495,9339,5323,1066,769,2828,4330,4862,5412,4968,9922,5540,6998,7134,267,1612,2757,3149
+,4779,344,5119,4056,1317,522,6561,2828,2658,600,3413,236,9380,7047,7618,1940,6975,3479,8524,6226
+,3437,5858,6859,4462,4369,4500,1410,8957,3666,5841,6926,8531,5240,7985,4748,9624,8628,5098,415,2967
+,9103,2661,332,9780,173,7162,2854,9228,8002,2128,3608,8455,7334,2140,924,2431,7617,5778,8722,6013
+,3863,3931,8799,3270,8851,3230,3069,5730,9156,9961,9956,543,1745,6697,5149,1227,7422,6222,5552,7718
+,5075,1886,2119,9870,856,8048,8719,3820,926,3695,1935,2680,4999,2735,9685,7870,7725,4790,333,7984
+,2744,2112,1645,8484,9365,4161,6300,5442,4607,1636,9257,5951,6947,528,7749,6430,3232,3401,9573,6246
+,980,4223,7234,5239,9955,1922,190,8444,6140,9244,4912,1090,904,456,9869,8376,226,6454,8973,3277
+,5047,8280,2243,7243,8633,776,5847,5154,7057,3071,1662,8124,6532,8805,9366,7490,2414,6913,4077,9178
+,6485,2866,6164,3234,8857,9121,4689,5946,4436,3613,5570,2530,1687,8413,7997,9136,2754,5331,8688,3602
+,1435,1550,4600,7656,6315,4414,3229,2075,5682,378,5796,8628,9164,3202,6153,5990,8259,4366,9510,2317
+,6523,6095,5118,9861,6784,6217,9719,5218,1065,7020,8842,1090,3999,1684,5368,8841,6960,1183,337,6142
+,401,4126,7647,2491,60,4921,3144,5458,7337,6523,3168,8538,2993,7581,3194,3689,4285,4174,4733,5396
+,3829,5225,4133,6296,3307,4583,2829,3651,1360,8714,894,9677,5780,1089,565,1008,2394,1366,7217,8233
+,4324,6491,8677,5436,9759,5443,5507,2234,7482,3166,7135,7661,4510,7516,4791,3133,1004,1356,616,539
+,114,7920,9073,5719,6307,8233,9952,2131,7429,504,6838,4619,2891,8113,1352,5702,6794,4365,8512,9506
+,1288,1457,5071,6765,7703,2780,5552,6299,6271,383,4366,3598,9534,6310,8795,9175,4890,6567,6163,9680
+,3958,590,4450,9351,5574,4468,1300,7978,8086,2962,740,9495,8856,8248,7498,8426,321,2702,9323,5273
-,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,4805,4580,6313,8732,5592,4866,1752,3129,4739,8574,9116,3825,9755,4417,2829,3549,3897,6910,9536,282
-,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,2479,1284,1626,7903,1788,1788,2850,1422,3943,8466,2562,5859,1844,9908,3429,4637,3909,1269,6775,7933
+,7134,102,5915,9121,3011,6650,8035,2611,1171,644,4616,4883,570,5780,6205,2184,8846,6980,7796,4954
+,2470,1749,1798,8511,19,4669,2171,8515,7390,1655,8968,4967,2991,2211,1384,8725,2031,6989,178,2901
+,3676,5615,864,2600,3469,6617,4597,1696,9147,7392,9015,6819,307,5538,5136,4918,2721,4973,5599,1370
+,7545,8948,6970,5189,5937,7476,5021,827,7556,687,787,4306,6598,6731,9561,2799,1654,1295,8373,74
+,9889,2143,9265,7570,5613,9548,665,4464,1314,7240,1772,7262,4664,6554,6571,8366,563,5001,316,6445
+,5113,3916,8122,4419,7402,8546,761,3238,6570,1526,4314,5421,7707,9632,4403,4911,1176,4486,421,3938
+,8021,494,8911,4006,532,605,945,231,8195,7255,3914,79,5749,8048,4561,9033,6890,750,3699,3184
-,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,647,6409,9233,118,6044,5711,4827,2867,3021,8422,6522,5822,9997,4027,9714,203,5123,1869,399,5020
+,21,2817,8891,4228,9482,2058,9332,8443,7092,7665,5532,2746,1246,5463,8783,747,1919,3967,4796,9394
+,6750,1748,6516,5205,2700,740,9976,229,7873,8439,4444,7464,9349,3699,8523,6718,8046,7468,6456,3936
+,8066,9652,7296,2473,8436,9960,6514,6028,4316,662,5307,2515,1426,8355,1535,5107,9279,3792,4392,5094
-,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,8888,5391,1137,9403,2287,6694,5830,7348,5584,2652,4086,5523,7981,9622,4097,9697,2415,3973,8083,9634
+,3964,464,8248,1938,2507,5745,6135,4894,8498,8244,1044,4528,1967,9576,3147,7634,9565,3125,5407,8246
+,3959,2797,9245,8915,7017,5782,4428,567,2347,3259,9143,4723,4671,8296,7923,7795,9658,5475,6813,8080
+,3252,380,379,3863,1708,6488,5650,8442,1766,3296,7389,7702,1872,6507,576,6420,5484,482,849,4643
+,1701,7285,37,508,2155,7156,6229,4461,8322,2329,1381,3723,5725,2652,5868,6131,2249,3029,9492,2721
+,4500,5115,8230,7521,7853,1179,8612,9298,870,5926,6303,1306,3682,2899,4299,4370,5613,3307,5429,8937
+,6427,1011,6786,3447,6442,372,3367,8709,755,4031,6745,5189,1608,7579,4646,8108,8059,7317,1345,2170
+,2768,8683,9796,9388,4029,2537,7501,8498,906,5417,4930,3890,4592,3885,6665,5294,5647,7345,3383,4691
+,966,4947,8163,8270,225,4394,5965,5467,8295,2120,6465,7197,3069,7660,3030,2745,102,2538,3212,3387
+,7627,2456,8903,1330,5669,2708,9003,9219,6858,567,5237,5760,7096,737,2382,5329,5755,9457,9498,710
+,407,2081,1500,9319,73,5276,8235,6534,9080,8662,9804,1944,3585,9566,7449,8652,206,4378,6257,5161
-,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,4743,1283,404,8202,842,2957,7584,8334,1893,1817,5169,6995,9383,9891,5972,452,7494,9150,7173,2288
+,2646,9754,5231,5723,2567,7294,7524,8771,5424,2315,6970,503,8036,2568,9019,7139,5002,8300,4860,4598
+,3704,387,3353,6442,5600,560,4331,877,2980,242,1402,9422,834,3163,5207,3585,784,7604,7571,8170
+,3330,1527,1377,7951,9398,5143,4710,9430,233,4452,8576,1821,5611,6012,8263,4184,9354,3387,8697,5615
+,8069,455,8460,1745,9042,948,7864,9079,6265,9433,7125,9647,9464,6964,1059,6010,5547,7701,4948,3779
+,414,6199,6083,202,5523,477,3761,7925,8421,8680,2840,6881,3034,319,9420,2888,5177,7274,5328,7614
+,4376,9359,228,3925,6997,2241,1806,8557,3876,7631,6492,2474,2882,8327,1015,412,2366,5887,5403,104
+,7653,4226,2465,7310,9285,4017,327,4851,4770,3156,5607,1608,6970,8385,8305,5085,1706,5475,7085,4979
+,3506,1436,6477,9276,8100,332,2820,5341,6250,2676,4952,5801,7203,8900,3084,4914,1702,7254,2274,3975
+,8761,7933,7829,6509,5067,2359,9028,6254,1610,704,5445,141,819,6501,3582,381,1461,6868,2652,9864
+,8698,5004,4906,7912,1090,3133,4337,1472,9975,7043,1861,6650,1218,1455,1682,2065,1753,7275,7217,6740
+,944,5255,1817,3898,8817,8417,2605,4919,2727,5327,8098,5567,4956,7167,6678,2810,5081,9489,2471,2673
+,9716,1443,8037,5145,4482,7095,3271,9620,9804,7542,7593,5391,3988,8137,5338,7745,4342,9861,6879,1733
+,1632,8528,2682,4160,9278,5309,4550,2364,3697,9793,1515,8612,386,3005,4643,4409,571,6810,397,1825
+,5033,7920,7972,6442,2309,7831,6199,3337,3305,502,600,5769,1067,7537,9956,5147,1145,7761,7911,1712
+,774,3570,4803,2700,4676,1355,3669,7870,5730,6282,7095,545,2797,5339,8515,9034,5332,1025,7093,4641
-,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,3609,610,2962,9726,4401,9231,3162,6937,1647,6113,7815,566,8579,1762,6701,877,75,2209,7722,6017
+,8067,7542,4983,8684,6596,6063,5401,8782,488,4273,842,5640,2374,3136,7877,6754,7984,3595,7814,1765
+,5306,533,3173,5828,6329,2521,9144,5906,2973,5504,3043,6128,8721,9891,5673,3054,8082,7320,4241,8815
+,6882,708,311,8761,9222,2552,9360,879,1564,928,4624,7448,61,6798,6079,5243,2524,3109,4852,133
+,7972,5001,5781,4407,8233,3940,8283,8803,6965,7589,3938,6416,4314,6822,864,5252,6312,1147,9781,9326
+,5144,9267,9729,6669,6779,5980,8658,253,6741,8111,2626,9767,7390,8057,1052,2324,7350,7528,2298,6094
+,8814,6508,2496,1918,9223,880,6181,2311,1733,793,9121,2648,2475,3189,8859,1978,558,7191,9807,3710
+,4535,6537,8991,2079,7017,6721,73,1094,5954,843,7060,18,6813,5827,2275,2664,1307,6850,425,5207
+,5916,2895,9500,1017,8732,6515,1187,7459,8072,3336,1700,5106,1744,4348,2789,6518,4271,4178,5265,8093
+,5430,6667,2120,4610,1411,7807,3767,7678,8559,92,642,7239,7428,4699,4718,5075,840,8755,6936,110
+,1937,6630,4024,5926,3517,3437,6341,3463,461,3186,6997,6690,7463,636,8973,5493,7499,4374,9340,6678
+,7673,3989,7294,7820,2237,3544,5736,8705,4871,2221,3972,1853,3160,2231,5465,1608,5479,4921,5249,7697
-,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5439,9243,6932,1401,2093,7368,4487,9370,2727,1026,8228,8925,4604,4042,1560,8238,9296,6175,8069,2849
+,7140,3638,1981,417,2146,1793,2784,7867,6092,4548,3741,2344,3114,4019,9497,6888,9554,6106,6126,5172
+,6531,4468,961,9225,174,5949,5170,7987,4016,2530,542,1421,814,4002,2751,2051,2589,4321,3383,2273
+,8239,8729,2971,3814,7314,7023,2107,556,9930,6674,3452,4588,981,208,9389,3849,6978,3050,1234,9650
+,8750,6836,3068,6513,193,947,2273,9814,1653,359,2164,3598,6400,6403,4038,2608,8078,5769,9220,8352
+,5560,4476,8814,1887,4462,2953,7696,4219,239,5442,2985,6012,2200,3516,5108,9525,8516,144,3874,903
+,5942,6218,6993,3124,1446,5399,8213,7405,3862,6911,5732,8630,1941,4084,590,6719,295,2003,252,4653
+,543,5982,2512,9480,3918,1269,765,1657,1034,415,1034,7191,4406,5396,1397,3166,4848,7116,537,3870
+,5043,34,2444,7091,7275,9422,9148,7015,8314,8271,1141,6316,7823,5811,6632,5739,7109,1046,265,2174
+,317,8795,4222,1342,2514,4358,1311,5177,2554,4608,5002,7198,3623,8715,7197,506,7812,7573,6847,5573
+,4963,514,2778,9178,7684,2041,2892,6175,9442,5848,5203,1846,961,271,3111,2440,5350,3697,1437,8021
+,7650,9371,797,4991,2033,2892,6224,3122,4654,8105,171,3512,7117,7729,1964,7551,8183,1640,7876,8785
+,4386,1908,1822,7678,4132,4256,563,7793,7249,5975,5835,7991,7790,3603,6165,6251,5094,8387,7564,5679
-,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,4851,44,9172,6178,8547,1639,5763,3704,5528,711,9803,2625,3405,340,6179,5953,991,591,8178,5562
+,1314,6101,7301,3851,8154,7378,8798,119,6793,9277,3876,7581,2518,1637,3023,4532,8394,890,7087,7146
+,3539,3144,1961,7096,8806,58,8870,7438,2328,4695,1829,3632,4697,1404,4975,2030,4742,449,7214,9465
+,541,8708,833,5362,5775,9997,3293,7605,5676,5054,9007,437,1929,7002,1462,7183,1600,3539,4690,1017
+,7949,8987,4420,9366,4784,6686,6463,1017,5999,9975,6805,5044,1957,7075,3367,3964,4520,4846,8275,9231
+,5658,5576,5787,9758,9631,4755,5231,3117,5868,8126,599,1925,8904,2673,3910,6487,4513,1239,9542,5057
+,4997,2857,4002,217,971,9856,9546,7709,8285,6311,5970,9916,3235,4743,9078,8481,2853,8513,8776,2974
+,3729,149,8685,1510,1962,2577,3520,584,5937,7446,9142,4464,9629,2768,7349,6201,6606,2901,9067,1386
+,3328,4068,6210,8485,317,12,4902,8296,8483,4582,4464,7989,3380,2641,8421,3586,6220,1199,5083,7084
+,3063,2025,5840,4069,7273,4649,7550,28,3583,2666,8418,8599,8375,5223,3287,264,481,311,8750,9749
+,304,9265,4845,3634,8184,3149,3908,238,8894,3621,1204,6241,1856,2843,8475,1648,1136,7654,6691,4401
+,7528,1553,1832,3689,4259,7782,6511,2691,5784,8595,2882,3473,2085,4285,5344,8308,7100,6823,6269,6516
+,4405,9810,9752,6468,8047,4818,1154,4762,2741,8142,5522,5334,3092,5058,2038,6551,5061,723,9433,9352
+,7085,8616,6923,8081,4502,8267,1233,1832,5878,7911,716,6615,4894,2570,6376,660,9104,5785,1133,4780
+,2010,1726,2000,9169,226,796,5764,6632,5154,8799,1032,9087,8134,9136,5604,6389,5932,1332,1726,405
+,8110,6445,9852,6785,9527,3056,347,6226,7358,6675,6773,6684,927,704,2673,5596,6018,7872,1403,4243
+,7796,8380,8422,2321,1808,5145,9900,4100,3604,3,7513,7919,6348,2252,9641,9411,900,3589,8405,6674
+,6943,8360,2305,2467,1329,3874,4856,2185,5461,6433,1636,7079,4668,2713,7310,2607,7024,7119,9662,1062
+,2484,6322,5277,7332,3977,7624,5445,2397,5160,8224,122,4553,2784,4830,86,4071,9682,1865,751,3191
+,7503,8440,4982,1460,2664,2879,8732,5697,7106,4657,2484,6271,4874,2509,500,8962,769,3439,8624,4399
+,429,2964,3512,2857,8634,2344,971,361,6181,7798,3931,8926,196,2588,6256,3762,6295,6363,1650,848
+,496,34,711,1429,1719,2710,8589,7477,3231,5725,9150,8041,2285,3673,8319,427,5874,5046,5663,2970
+,9516,8655,8047,8218,5487,8586,2457,3834,732,2919,802,7604,1688,6808,6726,4612,9602,4174,4568,3777
-,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,3751,7425,4673,760,7005,7905,3778,9361,2689,4381,3459,4603,4252,4913,815,8216,9619,7469,3066,1621
+,4338,9944,8141,1678,1016,5621,4083,4338,5722,1076,290,1821,7864,8171,8851,8643,7074,8618,1480,2784
+,6174,380,5249,8891,448,7169,3107,8249,8466,5297,7556,2554,1383,7830,2504,5299,2589,1725,7266,6928
+,3173,9464,3482,8811,7122,1203,7922,2326,1900,5555,484,9138,6667,5898,9146,2372,7035,9140,8890,6704
+,1754,953,4602,2556,9301,5456,3299,7755,2126,9560,4498,1310,9648,1793,2026,8410,198,5032,6335,6697
+,6419,5379,7234,3528,7692,2693,7084,6059,5547,6109,7147,1940,641,6775,1479,405,8352,4649,5021,3553
+,3526,1454,8562,282,2450,1925,3063,5395,4763,9425,3402,9326,1505,1287,7951,9146,3064,9,5393,2592
+,8038,1214,8623,3063,8994,5462,3585,6614,8670,9254,7081,7615,6702,8282,4275,4848,3650,819,5370,2138
+,5293,3094,7266,6994,6790,2018,800,9026,9801,2545,5428,7999,5302,3794,9931,4791,697,1016,9602,8088
+,4031,9883,8639,5146,7159,8457,2912,3810,3507,1054,5,117,5479,4409,9536,9906,7222,9346,9213,8025
+,6648,443,337,7132,9353,1235,7163,2128,4524,6250,3132,8445,3904,4525,8832,9200,1543,3604,14,7667
+,1095,1095,208,3643,9645,8818,5005,9365,6061,6088,5667,7391,1764,6705,6204,6516,7146,1596,404,256
+,8580,4046,668,1544,4875,8648,6871,8973,520,4363,1941,315,7423,2889,1080,1375,8935,5681,8398,9167
+,2023,8052,3389,6896,158,5618,3530,5259,8456,555,172,4450,4346,2561,9203,194,4062,8100,3646,1293
+,75,6091,8847,8444,8471,2368,4470,9925,8204,4134,2569,6990,8881,1247,5129,5858,5605,2797,1568,6642
+,9088,2445,8499,767,294,2025,5207,6699,4255,9969,642,3233,2994,5784,5239,7642,718,3512,4941,9634
+,6454,7127,2885,5885,5854,6598,3544,9803,1733,1496,1879,8923,1096,8078,1902,8999,2817,2112,3710,1293
+,319,8106,6665,2987,7985,7342,3046,5728,3295,6549,548,724,1958,8806,2089,1657,6856,7257,6663,5786
+,1324,8816,502,3169,1665,7798,5984,1023,2677,1619,2861,3508,7033,5658,7739,2056,4462,9705,4142,8174
+,1410,6370,5941,6376,9977,9408,8405,6353,6040,5170,6321,7034,2616,9414,5997,9816,2255,1665,2671,695
+,8960,9925,2590,6027,4081,5046,1366,6910,6373,3706,5933,9585,618,6813,7211,6801,9999,1880,5038,7289
+,6854,9861,2998,1598,1676,3395,5566,7801,9140,1646,8842,370,2998,2419,7719,9018,7191,2997,9398,2319
+,225,2910,9921,8311,7776,2486,8856,6280,3975,9078,4810,1770,5715,3283,6508,7210,5506,9476,1215,2548
+,2880,7311,4612,5882,7620,4672,4784,3053,3289,3771,8624,7643,1976,5211,4528,1665,5026,6165,3251,2190
+,9861,4664,6156,6646,4329,8598,9149,9874,2390,8577,3232,4303,3182,7996,5854,2607,665,1485,1769,6371
+,2931,7224,1548,4035,3191,4003,2576,2780,7640,1257,9535,1284,4589,2222,8947,6359,5583,3295,9575,5320
